comment,title,product_id,verification_status,likes,created_at
کتاب بسیار خوبی ه. مفاهیم بسیار پیچیده ای در مورد آینده بشر مطرح میکنه که صرفنظر از درست یا نادرست بودنش، نشوندهنده ذهن خلاق و کم نظیر نویسنده شه. اما ایرادش از دید من تاکید زیادش روی معمولی بودن انسان در قیاس با سایر جانداران ه. طوری صحبت میشه در مورد انسان که انگار نویسنده کتاب رو از دید یه حیوون ستم دیده نوشته. در مورد آینده بشر هم به نظرم اومد که نویسنده سعی نکرده که دغدغه هاش رو در مورد بشر بیان کنه، بلکه بیشتر به نظرم تئوریسینی میاد که میخواد بشر رو به سمت بردگی ببره و یه جورایی تریبون بیزینس منها و سیاستمدارهاست. در مجموع کتاب جذابی ه و خلاقیت نویسنده واقعا ستودنیه.,جذاب اما جانبدارانه,701355,verified,0,2019-05-22 13:11:36
اگر با برش چوب و فلز یا تخریب ساختمان سرو کار دارید توصیه میکنم خرید کنید,برای برشکاری فلزات بسیار ضروری است,657518,verified,0,2019-05-22 13:11:16
ساده و شیک و کاربردیه. اگر سایز بزرگتر هم داشت بهتر بود,خوبه,560823,verified,0,2019-05-22 13:10:58
واقعا می ارزه,بررسی کمی و کیفی,1075246,verified,0,2019-05-22 13:10:41
دوستان تیغه اش خیلی کل انگار یه میلس اصلا تیز نیس در حدی ک میکشم رو کاغذ باید هی عقب جلو کنم فشا بدم تا ببوره,چاقو جیبی,508341,verified,1,2019-05-22 13:10:21
وزن کم,نسبت ب قیمتش در خرید شگفت انگیز می ارزد,1616559,verified,0,2019-05-22 13:10:11
دکمه نرم,دکمه نرم,143998,verified,0,2019-05-22 13:10:03
خوبه تا حالا که مشکلی نداشته .. برند قدیمی,Toshiba,1452160,verified,0,2019-05-22 13:10:02
این ریمل نسبت به قیمتش خیلی عالیه. من خودم برندهای خیلی گرونتر استفاده می کنم و این رو همینطوری خریدم و دیدم نسبت به قیمتش کیفیتش خوبه. فقط خیلی حجم زیادی نمیده. بیشتر بلندکنندگیش خوبه. و حالت طبیعی روی مژه داره. در این رنج قیمتی به نظرم بهترین گزینه است.,ریمل ایرانی,125808,verified,0,2019-05-22 13:09:45
شامپو خوب و خوش بویی هست,خوبه,122530,verified,0,2019-05-22 13:09:43
چرا اندازه ها رو ننوشتین؟؟؟؟؟؟!!!!!,لطفاً مشخصات مهم کالا درج شود,1106419,rejected,0,2019-05-22 13:08:22
برای استفاده روزمره خیلی خوبه و کیف سبک است جنس چرمش هم خوبه,کلا کیف خوبیه,898329,verified,0,2019-05-22 13:07:39
من  سه سال از این عطر استفاده میکردم خیلی خیلی راضی هستم ولی از دیجی کالا خریدم تقلبی بود اصلا بوش نمیموند,تقلبیه,866493,rejected,0,2019-05-22 13:07:12
واقعا عالیه با اینکه یکم قیمتش بالاست اما می ارزه پیشنهاد میکنم بگیرید,راضی ام,1475727,verified,0,2019-05-22 13:07:11
بعد از یک روز فلشم سوخته,فلش سوخته بعد از یک روز استفاده,160021,verified,0,2019-05-22 13:07:03
راضیم,خرید ادکلن راضیم,132874,verified,1,2019-05-22 13:06:49
لطفا ویژش کنید,لطفا ویژش کنید,219415,rejected,0,2019-05-22 13:06:23
"کلا توی پیشنهاد ویژه یا جشنواره نخرید ☺
زیاد خوابیده باشه مطمین باشید باتریهاش خرابه",ظرفیت واقعیش نهایت 2000,87011,rejected,0,2019-05-22 13:06:08
"پذیرایی معمولیو تو یه دورهمی میترکونه(ولی انتظار صدای دو تا باند 2000وات نداشته باشید!)
کیفیت و بیسش برام راضی کننده بود ولی تا ولوم 60-70 درصد.بالاتر از اون یه مقدار کیفیت افت میکنه.
نورپردازیشم خفنه و قابل تنظیمه (با اپلیکیشن)
در کل پیشنهاد میشه.",Sony srs-xb41,1495885,verified,0,2019-05-22 13:06:00
پیشنهاد میکنم خریداری کنید چون نسبت به قیمتش با کیفیته,نسبت به قیمتش عالی است,1469139,verified,0,2019-05-22 13:04:56
از همه نظر ارزنده است.,عالی,895003,verified,0,2019-05-22 13:04:44
رنگ پارچه خیلی زیباتر از عکسه کرم چرکه جنس پارچه خنکه از همه مهمتر ایرانیه ازپارچه های چینی بازار که 2برابر قیمتن خیلی با کیفیت تره.خیلی راضیم بسته بندی هم خوب بود صد در صد پیشنهاد به خرید میکنم,نگار,489130,verified,0,2019-05-22 13:04:36
در کل من که راضی م ازش همه چی ش راضی کننده س,وای پنج پرایم,809328,verified,3,2019-05-22 13:04:33
کاملا اصل و هیچ تفاوتی با فیلتر اصلی یخچال خودمون نداشت حتی بهتر هم بود از لحاظ نوع فیلترینگ,اصالت,495052,verified,0,2019-05-22 13:04:10
سایز ۴۱ موجود نمیشه ؟  لطفا راهنمایی کنین ///    تولیدی اصلی ۴۱ نداره ؟,سایز,491932,rejected,0,2019-05-22 13:04:03
دوستان این محافظ برای کابل های لایتنینگ هستش اگر برای کابل شارژهای سامسونگ میخواید این محافظ کاربردی نیست,مدل,552448,verified,0,2019-05-22 13:03:56
من برای ماشین خودم خریدم. خیلی خوبه. با یبار خیس کردن تقریبا میشه کل ماشینو تمیز کرد!,خیلی کارآمد,900712,verified,0,2019-05-22 13:03:53
برای همسرم خریداری کردم خیلی راضی بود,خوب,818875,verified,0,2019-05-22 13:03:50
من از کافه کاکتوس خریدم خییلی عالیه خوشگل و تمیز و با کیفیت,گلدون با کیفیت,410312,verified,0,2019-05-22 13:03:18
از نظر قیمت چرا ثابت نیست یک روز بعد از خرید من شد شیش ملیون و نهصد وبعد از دوروز شد پنج و ...،چرا انقدر نوسان داره،من شیش و صد گرفتم ....واقعا نظارتی نیست,پیشنهاد میکنم,357109,rejected,0,2019-05-22 13:02:41
سلام،در یک کلام عالی،دمتون گرم,گوشی موبایل,949622,verified,0,2019-05-22 13:02:36
"قیمتش خوبه خوشبو هم هست
ولی یکم طرز استفاده ش بخاطر سفت و سخت بودن اسپری مشکل میشه...باید خیلی فشار بدی تا اسپری کنه",اسپری خوشبو کننده,813167,verified,0,2019-05-22 13:02:35
اجناس خوب بود اما خیلی از کالا های داخل دیجی کالا چندین برابر بیرون و سایتهای دیگست,تشکر,693099,rejected,0,2019-05-22 13:02:28
"کیفیت ساخت و محافظت عالی حرف اول رو میزنه که تقریبا شامل حال تمام محصولات این برند میشه
تنها چیزی که ممکنه تصمیم شما رو درمورد خرید این برند به شک بندازه قیمتش هست ولی وقتی تهیه کردین متوجه میشید که ارزشش رو داره
شفاف بودن پشت قاب هم یک مزیت خیلی خوبی هست که و شما علاوه بر رنگ خود گوشی میتونید از برپوش های ماهوت (به جز چرم) همراه با این قاب استفاده کنید
و اینکه میگن قسمت شفاف اون زود خط و خش میوفته بستگی به استفاده و نگهداری شخصی هرکس برمیگرده
و نکته دیگه اینکه قسمت شفاف این قاب برخلاف اکثر قاب ها رنگش زرد نمیشه یا حداقل برای من که تا الان نشده ، چون بیشتر از یک سال هست مدل Ultra Hybrid رو برای Note 8 گرفتم و هنوز هم مثل روز اولش هست و این مدل هم مسلما کیفیتش بهتر از قبل شده
موفق و پیروز باشید",مقاومت و زیبایی,703970,verified,0,2019-05-22 13:02:25
"راستش انتقاد من به خیلی از ایتمهایی هست که متاسفانه فروشندگان بدون در ظر گرفتن قیمت بازار در دیجی کالا میزارن
نمونش همین غلتک رنگ !!!!! من همین غلتک رو هفته پیش از ابزار فروشی خریدم 15 تومن!!!! ولی اینجا با منت تخفیف ؟؟؟؟؟؟ یه کم غیر منصفانه اس
البته من از مشتریهای پرو پا قرص دیجی هستم و قیمتهای خوب و منصفانه هم کم نیست تو این مجموعه ولی بعضی آیتمها واقعا آدم رو شگفت زده میکنه از این حجم از بی انصافی",قیمتهای بدون نظارت,1110259,rejected,0,2019-05-22 13:02:17
2,2,161335,rejected,0,2019-05-22 13:01:40
روش نوشته روغن برای سوختگی و التهاب و اصلا ننوشته برای چین و چروک و طراوت پوست حالا بازهم میشه برای پوست صورت ازش استفاده کرد؟؟؟!,روغن ضد التهاب,989647,rejected,0,2019-05-22 13:01:34
من این کرم رو یک هفته هست که دارم استفاده میکنم باهاش جوش نزدم ابرسانی متوسطی داره و کاملا بدون چربی و خیلی جذب سریعی داره من از بافتش خیلی خوشم اومد برای پوست چرب من فک کنم یکم چربی پوستم تنظیم تر شده وپیشونیم برق نمیفته,هیسه آک مت,279845,verified,0,2019-05-22 13:01:20
2,2,51317,rejected,0,2019-05-22 13:01:03
قیمتش ۴۵ دلاره که با حساب قیمت امروز دلار، تقریبا ۲۵ درصد گرونتر از قیمت واقعی اینجا زده شده. البته برای انتقالش هزینه ای پرداخت شده ولی فکر نمیکنم وقتی صدها جنس همزمان خریداری میشه، برای انتقال یه فلش چند گرمی پول زیاد پرداخت شده باشه. خلاصه این که با این قیمت سرتون کلاه میره.,قیمت غیر واقعی,1139129,rejected,0,2019-05-22 13:00:47
بدک نیس دوسش دارم,خوبه ولی به گوشی وصل نمیشه,575675,verified,0,2019-05-22 13:00:26
هم سبکه هم راحت راضی بودم,سبک و راحت و با دوام,1617012,verified,0,2019-05-22 12:59:44
"به نسبت قیمت محصول مناسبیه شاید بشه گفت مهمترین حسنش اینه که پورتهای یو اس بی از پایین متصل میشن و احتمال شکستن یا خرابیشون رو به شدت کاهش میده
از سرعت شارژش هم نسبت به قیمتی که داره راضی هستم.
پک شیک و جالبی داره
ممنون از دیجی کالا و فروشنده محترم
یا علی مدد",کیفیت متوسط رو به خوب,224730,verified,0,2019-05-22 12:59:23
واقعا عالیه . هم کیفیت صداش هم کیفیت ساختش . حتما بخرین پشیمون نمیشین,بخرین,129837,verified,0,2019-05-22 12:58:37
با هر شارژری میشه شارژش کرد یا نه؟,باهر شارژری شارژ میشه کرد؟,1557049,rejected,0,2019-05-22 12:58:34
روی بطری نوشته برای سطوح رنگ شده مناسب نیست.,توجه!,818727,verified,0,2019-05-22 12:58:24
با توجه به اینکه نصب هر دستگاهی قوانین واستانداردهای خودش رو دارد.. لذا کولر آبی نیز استانداردها و شرایط خاص خود رادارد تا علاوه بر استفاده درست از محصول،شامل گارانتی و خدمات پس از فروش نیز گردد.,نصب کولر,196006,verified,0,2019-05-22 12:58:20
۹۵۰۰۰ت ؟؟؟ جنگه مگه,قیمت بالا,1576867,rejected,0,2019-05-22 12:58:04
برای منزل خوبه ولی برای آرایشگاه خیلی مناسب نیست,ماشین اصلاح جیمی مدل 793,1545642,verified,0,2019-05-22 12:58:01
خیلی خوشبو و با کیفیت,کرم,81315,verified,0,2019-05-22 12:57:43
پیشنهاد میکنم نگیرید بعد از 2 دقیقه سریع شارژ خالی میکنه,پیشنهاد نمیکنم اصلاا,1152693,verified,0,2019-05-22 12:57:31
گوسونیک کالای با کیفیته. تنها ایرادش به اینه که دیگه وارد ایران نمیشه. بخاطر همین قطعاتش کمیابه.,مارک چینی ترکی خوبیه,514642,verified,0,2019-05-22 12:57:26
اصلا مزه ی خوبی نداره,چیپس,761590,verified,0,2019-05-22 12:57:18
سلام من این کیفو خریدم اندازش کوچکتر از چیزیه که نوشته جنس یراق آلاتش خوب نیست سرزیپ هاش زیاد باز و بسته بشه انگار میشکنه جاهاش زیاده جاداره من زیاد راضی نیستم,خوشرنگ,490815,verified,0,2019-05-22 12:57:00
اسپیکر خوبیه منتها موقع اتصال به کامپیوتر نویز ایجاد میکنه ولی اگه برق یو اس بی رو به جای گرفتن از پشت کیس از تلویزیون یا مانیتورتون بگیرید نویز اصلا نداره و شفافیت و کیفیتش نسبت به قیمتش ارزش خرید داره,خوب,306379,verified,0,2019-05-22 12:56:57
سلام.بنده شهرستان بودم.آمدم منزل و هاردی که برای بنده فرستاده بودین هلوگرامش باز شده بود.,باز بودن بسته,23580,rejected,0,2019-05-22 12:56:32
خوب نیست,خوب نیست,223091,verified,0,2019-05-22 12:56:18
شکل ظاهری خوبی داره ولی مقاومت نداره و یه گوشه گارد انگار بد قالب گیری شده کجه,کیفیت ندارد,971464,verified,0,2019-05-22 12:55:57
اصلا هم بوی خوبی نداره بوی توت فرنگی پلاسیده میداد و کیفیت خوبی نداشت,کیفیت نامطلوب,487319,verified,0,2019-05-22 12:55:18
"ظاهرش قشنگه و کیفیتش بالا نیست ...
از دستت لیز میخوره",بدک نیست ...,1036305,verified,0,2019-05-22 12:55:14
نسبت به قیمتش واقعا می ارزه,خیلی دوستش دارم,1134930,verified,0,2019-05-22 12:55:02
راحت و سبک و زیبا,یه کفش راحت و زیبا,1649824,verified,0,2019-05-22 12:54:50
فقط بالای پنج متر که دور میشی از گوشی یکم صدا نویز میفته توش که فکر میکنم طبیعی عه,نسبت به قیمت ، و مدل های مشابه بسیار عالییییی,1597826,verified,0,2019-05-22 12:54:47
"الان ۲ ساله من این کابل رو استفاده میکنم
هیچ ضعفی رو ندیدم
افت امپر نداشته هیچوقت با شارژر انکر بین ۱.۹ تا ۲.۳ امپر شارژ میکنه در صورتیکه سیم و شارژر فابریک حدودا ۵۰۰ تا ۶۰۰ میلی امپر شارژ میکنه
هم ایپد هم ایفون هم ایپاد باهاش شارژ میکنم تو این ۲ سال بیکار نمونده نمیدونم دوستان چطور این کابل رو خراب میکنن؟ بنظرم سیم برق فشار قوی بخرن جای سیم شارژ
امیدوارم تجربه من برای خریدارای جدید کمک کنه بی شک خریدش رو توصیه میکنم. این برند و انکر بهترین برندهای موجودن هر دو برند رو دارم بی نظیرن دیجی هم هر دو رو داره.",آدام المنتس,175601,verified,0,2019-05-22 12:54:32
با سلام من حدود یکساله خریدم خیلی عالیه با یک بار شارژ نزدیک 8 تا 10بار صورتم را اصلاح می کنم از دیجی کالا هم بابت ارسال به موقع تشکر می کنم,موافق,20401,verified,0,2019-05-22 12:54:27
باتوجه به اینکه این مدل جارو برقی کیسه کاغذی داره واقعا توصیه میکنم این کیسه رو براش بگیرین من از خریدم راضی ام.,کیفیت خوب,718615,verified,0,2019-05-22 12:54:24
مغارای که من تحویل گرفتم با اونایی که تو عکس ان یکی نیستن مغارایی که تو  عکس ان علامت ساکورا رو بدنشون حکاکی شده ولی چیزی که من تحویل گرفتم هیچ علامتی ندارن,مغار ها با چیزی که تو عکس هست یکی نیست,796973,verified,0,2019-05-22 12:54:11
پس از یک هفته استفاده تیرگی دورچشم کاهش یافت.,کرم دور چشم,706996,verified,0,2019-05-22 12:53:58
نرم افزار خوبی است . با این نرم افزار میشه چکها رو با پرینترهای لیزری چاپ کرد . من فقط مبلغ و متن در وجه رو تو برنامه وارد کردم خودش مبلغ و تاریخ رو تبدیل به حروف کرد و پرفراژ زد. چکهای جدید هم که مبلغ و تاریخشون چارخونه ایه اعداد رو توی کادر میزد.,این نرم افزار یکی از خوبیاش اینه که شرکتش معتبره,1628533,verified,0,2019-05-22 12:53:51
عالی,مهدیار,1150974,verified,0,2019-05-22 12:53:17
"در حد 5 متر دور بودن از مودم مناسبه بیشتر از اون مشکلات اتصال داره
با قیمت بین 25 تا 35 مناسبه حتی خیلی بهتر از برندهای معتبر دیگه
اگه بیشتر میخواین هزینه کنین فقط tp-link نسخه ( های پاور یا های گین ) بخرید که توی کورترین نقطه خونتون هم بتونین آنتن رو با بالاترین کیفیت بگیرید",معمولی,569951,verified,0,2019-05-22 12:53:17
"با توجه به قیمتش،امکانات خوبی داره
فقط کاش کیفیت ساخت یکم بالاتر بود
ولی با توجه به قیمت میشه چشم پوشی کرد",دستگاه خوبیه,452167,verified,0,2019-05-22 12:53:02
من این کالا رو سفارش دادم ولی وقتی به دستم رسید متاسفانه 3 تا ترک داشت و از اون بدتر  تاب داشت سطحش. به هر حال من مرجوعش میکنم و برند دیگری می خرم.,ایرادات,626105,rejected,0,2019-05-22 12:52:42
من حدودا پنج الی شیش عدد از این تونیک رو استفاده کردم خیلی دیر تاثیر خودشو گذاشت ولی داروخانه ها خیلی تعریف میکردند و به نظر منم تاثیر داشت,تونیک مو ایروکس,950615,verified,0,2019-05-22 12:52:38
"بدترین قسمتش باتریش هست که حداکثر 10 ساعت روشن میمونه
فشار خون و ضربان قلب را الکی نشان میدهد وحتی در هوا هم اندازه گیری انجام میده و یه عددی الکی برای خودش نشان میده
به آیفون من وصل میشه ولی نه زنگ گوشی نه پیامک و نه هیچ نوتیفیکیشنی را نشان نمیده فقط اطلاعات گام شمار و غیره را برای آیفون ارسال میکنه",باتری ضعیف,1596639,verified,0,2019-05-22 12:52:37
در نوع خودش خیلی خوبه و باید گفت باید بری براش ویندوز نصب کنی مگرنه روش نیست,درکل یک لپ تاب خوبه برای بازی ودر اینترنت بودنمن که ازش خوشم میاد,904246,verified,0,2019-05-22 12:52:23
توی تصویر دو عدد قلب با شکل متفاوت هست ولی چیزی که بدستم رسید به جای دوتا قلب یه کاتر مدل اشک داشت. ولی از خریدم راضی ام به عنوان کاتر خیلی خوبه,کاربردی,929332,verified,0,2019-05-22 12:52:22
من رنگ سرمه ایش رو خریدم خیلی کوچیکه ولی زیباست و باکلاسه,زیبا,914775,verified,0,2019-05-22 12:52:13
یه کمی جای ماژیک بعد از پاک کردن روش میمونه ولی خیلی مشخص نیست. ولی نسبت به برد های دیگه خیلی بهتره. جای خط و خش و تو رفتگی اصلا نداشت و سالم سالم بود. ابعادش هم برای ما مناسب ا.,نسبت به برد های دیگه خیلی بهتره,395502,verified,0,2019-05-22 12:51:42
چه خبره هر روز یه قیمت تخیلی میزارید,قیمت غیر واقعی,305415,rejected,0,2019-05-22 12:51:09
این ست امروز به دستم رسید،خیلی شیک هست.من مشکیش رو خریدم.جنس استیل و بدنه خوبه.با مایع ظرفشویی و کمی مایع سفید کننده شستم و گذاشتم خشک بشه تیره نشد.اگه یه آف خوب روش بره دو سری دیگه هم خرید میکنم حتما.لطفا رنگ سفیدش رو موجود کنید ممنون میشم.ضمنا اگه دوسش داشتین تو خریدتون شک نکنید,قاشق و چنگال C&S مدل دیاموند,422903,verified,0,2019-05-22 12:51:03
یه متورجوش جم و جور و کار راه انداز خوبیه،و نسبت به قیمتش می ارزه،ولی به نظر من مارک های ایرانی به مراتب از این چینی ها بهتر هستن و اگه کسی بتونه یکم دیگه پول روش بزاره یه چیز بهتری بخره، درضمن اشانتیون نداشت,موتوجوش,1441488,verified,1,2019-05-22 12:51:03
سلام.من دوعدد رم 254 خرید کردم با گارانتی طلایی ثمین از فروشگاه فتوپرو  ارسال شد ولی متاسفانه فروشنده کالا   یکی را با گارانتی اصلی و لوگو وهولوگرام و برچسبMITطلایی ثمین با تاریخ گارانتی تا سال 2027 و یکی دیگه بدون هیچگونه هولوگرام گارانتی وبرچسب گارانتی وحتی با جعبه ای متفاوت تامین کرده بود.که خوشبختانه با پیگیری بخش خدمات دیجیکالا تونستم اون مورد بدون گارانتی وغیراصلی را به فروشنده مرجوع کنم.بابت پیگیری دیجیکالا وحفظ حقوق مشتری ممنونم.,کالای متفاوت,399421,rejected,0,2019-05-22 12:51:01
یک هفته اس بدستم رسیده و واقعا از خریدم راضی ام,رنگ و کیفیت عالی,763474,verified,0,2019-05-22 12:50:28
من ۱۵ ماهی هست که این گوشیو خریدم (البته از کلاه برداران علاالدین، نه دیجیکالا)  و به شدت ازش ناراضیم. ایراداش یکی دو تا نیست که بخوام بگم. انگار اصلا smart phone نیست اصلا. با این قیمت یا نهایت یکم پول بیشتر میشه یه گوشی قابل قبول گرفت و مثل من هرروز به نوکیا و فروشنده گوشی فحش ندین,خریدش رو اصلا توصیه نمیکنم,412315,rejected,0,2019-05-22 12:50:02
قبلا خریداری کردم توی پا خیلی خوش و فرم و زیباست. جنسش هم خوبه.,خیلی زیبا و خوش فرم,1651954,verified,0,2019-05-22 12:49:53
این عکسی که گذاشتین مربوط به اون گوشی ای که که عنوان کردین نیست,اصلاح کنید عکس رو لطفا,1642437,rejected,0,2019-05-22 12:49:29
کیفیت خوب ،تعداد مانت کافی، قیمت مناسب نسبت به تعداد مانت ها و ابزارها,با کیفیت ،کاربردی، قیمت مناسب,349737,verified,0,2019-05-22 12:49:17
مرسی از دیجی کالا از زمان خرید تا تحویل همه چیز عالیه...من خرید این ترمه زیبارو پیشنهاد میکنم خیلی زیبا ست.,دوخت خیلی تمیزی داره,1487289,verified,0,2019-05-22 12:49:03
سلام دوستان الان دو روز هست از این ساعت استفاده میکنم واقعا خوبه  ممنون از دیجیکالا,خیلی خوبه,534138,verified,0,2019-05-22 12:48:48
به خاطر قیمتش ایده آله,خوبه به خاطر قیمتش,1133810,verified,4,2019-05-22 12:48:19
حتما بخرین,کیفیت خوب,90581,verified,0,2019-05-22 12:47:58
"کیفیت قابل قبولی داره فقط کمی بزرگه
نسبت به قیمتش ارزش خرید داره",کیفیت,338095,verified,1,2019-05-22 12:47:32
خیلی جالیه ولی یه دونه کارتون رو راه نمیندازه حتما چندبسته سفارش بدید چون بچه ها زود تمومش می کنن,عااالی,537745,verified,1,2019-05-22 12:47:01
حتما بخرین,قیمت و کیفیت خوب,851728,verified,0,2019-05-22 12:47:01
اصلا راضی نیستم نصف نظرات ساختگی هست این دستگاه استارت وزنی که نشون بده چهار الی پنج گرم هست اصلا هم دقت خوبی نداره گول نظرات ساختگی رو نخورید من پشیمونم,عدم نمایش وزن زیر چهار الی پنج گرم,418823,rejected,0,2019-05-22 12:46:42
"واقعا از همه نظر موس خوبیه با این امکاناتش حماقته که برین ده برابر هزینه کنید یه موس گیمینگ بخرید که فقط ظاهرش گیمینگ باشه، چون میتونید تو برنامه bloody قابلیت no recoil (بدون لگد اسلحه) این موس رو فعال کنید و مثله یه هکر تو بازی حضور داشته باشین
من خودم از این موس برای بازی های R6 و CSGO استفاده میکنم واقعا عالیه حتی لگد Buck رو کامل میگیره
واقعا یمی از بهترین موس های دنیاعه",بهترین موس برای گیم,451865,verified,0,2019-05-22 12:46:33
لطفا توضیح درست بدید در مورد این وسیله.چی هست.کجا بسته میشه و چه کار میکنه,اصلا چی چی هست,1006148,rejected,0,2019-05-22 12:45:30
پول ی پراید 8سال پیش...تورم ک نیست..طویله خالصه مملکت,قیمت زیاد,657409,rejected,0,2019-05-22 12:45:30
سلام دوستان من ۵ ماهه استفاده میکنم قیمتش عالیه کارایی عالی واقعا راضی ام,عالی,1536467,verified,0,2019-05-22 12:45:13
"من قبلا این بوگیر را تهیه کرده بودم و همیشه راضی بودم.
ولی با توجه به قیمت که با دلار روز محاسبه شده است، انتظار داشتم بوگیر تازه‌تر باشه. وقتی دیدم روی بسته فقط ۲ ماه تا انقضا باقی مانده بسیار تعجب کردم.",انتقاد از تاریخ مصرف,76974,rejected,0,2019-05-22 12:44:41
طول سیمش خیلی خوبه میشه از خونه همسایه آهنگ بزاری خخخخ,خوبه,59770,rejected,0,2019-05-22 12:44:04
ای کاش قیمتش کمی پایین تر بود,لباس ورزشی,936085,verified,0,2019-05-22 12:43:53
من بوی شیرین دوست دارم واز روی نظرات سفارش دادم که اشتباه کردم..بوش به بوی قلیون هم نزدیکه خیلی,بوی قلیون میده,753884,verified,5,2019-05-22 12:43:49
کفش راحت و شبکیه...ولی با توجه به کشور تولید کننده که چین هست قیمتش معقول نیست,تا حدی قابل قبول,620446,verified,0,2019-05-22 12:43:43
اشغال ترین وسیله ای ک توی عمرم دیدم صدا اشغال کیفیت اشغال جنس اشغال,آشغال به تمام معنی,310914,rejected,0,2019-05-22 12:43:39
قطعات رنگیش پلاستیکی و سبکه. اصلا با نمونه با کیفیت خارجیش قابل مقایسه نیست.,کیفیت پایین,552618,verified,0,2019-05-22 12:43:23
راضی بودم. با خیال راحت خریداری کنید,راضی بودم,1607701,rejected,0,2019-05-22 12:43:23
سبک و راحته منتها یه سایز بزرگتر بخرید,خوب,702850,verified,0,2019-05-22 12:42:58
بسیار عالی,بسیار عالی,1493583,verified,0,2019-05-22 12:42:52
خیلی عالی و راحت,خیلی خوب,973138,rejected,0,2019-05-22 12:42:23
تو این گرونی ها قیمتش مناسب بود و طبی و برای پسرم که کف پاش گودی نداره عالی بود,محصول ایرانی,651705,verified,0,2019-05-22 12:42:18
پوست صورت رو میکنه مخصوصا زیر گلو و زخم میشه. زنگ هم زدم به دیجی کالا گفتن مرجوعی میزنیم تنها در صورت نقص فنی مبلغ رو برمیگردونیم در غیر این صورت نه. منم بیخیالش شدم. شاید چون نو هست اینجوریه و کار بخوره خوب میشه,پوست صورت رو میکنه,986231,verified,0,2019-05-22 12:41:55
اصلا بدرد نمیخوره،حیف هزینه کنی,عطر بدرد نخور,380442,verified,0,2019-05-22 12:41:43
خوبه ولی تا دو سال مناسب نه بیشتر,مبل کودک,1582087,verified,0,2019-05-22 12:41:33
در توضیحات نام خودروهای کرمان موتور نیست میخواستم بدونم برای جک جی۵ اتومات کاربرد داره؟,برای جک جی ۵ اتومات هم کتربرد داره؟,548901,rejected,0,2019-05-22 12:41:23
یه لایه بردار مناسبه،سریع جوشای صورتم از بین رفت،منافذ رو خیلی خوب پاکسازی میکنه و کم کم از بین میبره,عالی,219341,verified,0,2019-05-22 12:40:43
کیفیت خیلی خوبی داره . واقعا هفته.,خیلی عالی.,1455431,rejected,0,2019-05-22 12:40:26
قیمتش خیلی بالا پایین میشه الان که رسید دستم دیدم گرون خریدم. پست شهرمون هم دیر رسوند دستم. از خوده هارد راضی ام قبلا هم 2ترابایتش رو گرفته بودم مشکلی نداشته و خوبه,نسبت به قیمت مناسبه,23580,rejected,0,2019-05-22 12:39:57
خوبه ولی میتونست بهتر باشه,خوب,730054,verified,0,2019-05-22 12:39:48
کیفیت بسیار ضعیف اصلا ارزش نداشت,خراب بود,642866,rejected,0,2019-05-22 12:39:46
برای کنسول های اپدیت 5.55 هم جواب میده؟,پرسش درباره کالا,1065554,rejected,0,2019-05-22 12:39:39
سلام یکی که این مدل پاور بانک داره لطفا به این ادرس ایمل کنه راهنمایی میخوام ممنونabasalt61@gmail.com,سلام یکی که این مدل پاور بانک داره لطفا به این ادرس ایمل کنه راهنمایی میخوام ممنونabasalt61@gmail.com,739373,rejected,0,2019-05-22 12:39:37
همه چیزش خوبه منتهی من سایز 42 سفارش داده بودم که سایز 41 آوردن حالا نمیدونم چیکار کنم واقعا موندم چرا دیجی کالا با مشتریها چنین رفتاری داره,خوب ب,1558861,rejected,0,2019-05-22 12:39:34
به نظر من خیلی خوبه،از استحگام بخش ناخن هیدرودرم ناخن رو محکمتر میکنه,عالی,82079,verified,0,2019-05-22 12:39:02
"مولینکس همیشه خوب بوده و هست
و توی کتری برقی ها این یکی به نظر من خوب‌تره",خریدش پیشنهاد میشه,49490,verified,0,2019-05-22 12:38:44
"وقتی به دستم رسید کارتونش پاره و هولوگرامی هم نداشت و برچسبش هم پاره بود. بسته بندیش هم افتضاح که بعد از تماس با شرکت گفتن چون ۲۴ ساعت از موعد تحویل گذشته مرجوع نمیکنند. حالا موندم این کالایی که دارم اصله یا نه.
واقعا انتظار یه همچین وضعیتی رو نداشتم
فروشنده برای من رویانا ثبت شده",بسته بندی افتضاح,1118917,rejected,0,2019-05-22 12:38:20
"کیفیت وبسته بندی این محصول خوب بود
قیمتش معمول ومثل بازار",ارزیابی,1035352,verified,0,2019-05-22 12:38:14
برای صداها کم خوبه  برای صداهای خیلی زیاد جوابگو نیست,خوب,627120,verified,0,2019-05-22 12:38:14
"اگه کسی براش مهمه  قیافه گوشیش من اصلا پیشنهاد نمیکنم
ولی اگه میخای یه محافظ ساده  قیمت مناسب داشته باشی خوبه",اصلا پیشنهاد نمیکنم,950610,verified,0,2019-05-22 12:37:56
برای گوشی مشگی کدوم. بهتر است,؟؟؟؟؟؟؟؟,1037494,rejected,0,2019-05-22 12:37:56
این کارت گرافیک رو برای سیستم رندرینگ و بازی گرفتم . بعد از استفاده فقط میتونم بگم حرف نداره.,بی صدا و قدرتمند,494688,verified,1,2019-05-22 12:37:23
خرید راحت و اسان,خرید راحت و اسان,303623,verified,0,2019-05-22 12:37:20
